Index,brand,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,car_age,horsepower,engine_size,cylinder_count
616,Ford,31654,Gasoline,Automatic,Red,Other,None reported,,33410,3,,1.5,
114,Lincoln,51247,Gasoline,Automatic,Grey,Other,None reported,,47698,4,,,
417,Nissan,130307,Gasoline,Automatic,Blue,Black,None reported,Yes,9950,19,287.0,3.5,6.0
3069,Jeep,149460,Gasoline,Automatic,Black,Black,None reported,Yes,10700,14,202.0,3.8,6.0
1625,Chevrolet,171750,E85 Flex Fuel,Automatic,White,Other,Accident reported,Yes,12998,20,295.0,5.3,8.0
3017,Chrysler,121500,Gasoline,Automatic,Blue,Black,None reported,Yes,15999,10,363.0,5.7,8.0
2652,Nissan,122009,Gasoline,Automatic,Grey,Black,None reported,,18998,5,,,
3925,Land,1148,Gasoline,Automatic,Grey,Other,None reported,,193063,1,,4.4,
89,Subaru,210703,Gasoline,Manual,Green,Other,,,2300,20,165.0,2.5,4.0
2896,Land,65019,Gasoline,Automatic,Black,Other,None reported,Yes,40500,5,340.0,3.0,6.0
3489,Ford,69800,E85 Flex Fuel,Automatic,Silver,Grey,None reported,Yes,34600,5,395.0,5.0,8.0
2082,Pontiac,38100,Gasoline,Manual,Orange,Black,None reported,Yes,19950,16,260.0,2.0,4.0
753,FIAT,33812,,Automatic,Silver,Black,None reported,Yes,14999,7,111.0,,
2546,Porsche,14526,Gasoline,Automatic,Black,Other,None reported,,79998,3,,,
3324,BMW,74500,,Automatic,White,Grey,None reported,Yes,11499,10,170.0,0.65,
1630,BMW,99700,Gasoline,Automatic,Black,Black,None reported,Yes,8500,17,260.0,3.0,6.0
11,Aston,22770,Gasoline,Automatic,Silver,Black,None reported,Yes,184606,5,715.0,5.2,12.0
2444,Mercedes-Benz,120000,Gasoline,Automatic,Silver,Black,None reported,Yes,8995,16,268.0,3.5,6.0
284,Lincoln,156000,Gasoline,Automatic,Black,Black,Accident reported,Yes,5900,14,265.0,3.5,6.0
1066,Lexus,31365,Hybrid,Unknown,Other,Red,None reported,,52998,3,,,
1191,Nissan,127600,E85 Flex Fuel,Automatic,Brown,Grey,None reported,Yes,19500,15,317.0,5.6,8.0
1440,Ford,62500,Gasoline,Manual,Black,Black,None reported,Yes,16000,11,305.0,3.7,6.0
3744,Lincoln,140200,Gasoline,Automatic,Black,Black,None reported,Yes,10500,8,303.0,3.7,6.0
3739,Tesla,24360,,Automatic,Black,White,None reported,Yes,31500,6,271.0,,
2738,Dodge,24778,Gasoline,Automatic,Red,Black,Accident reported,,36599,2,,3.6,
3614,Porsche,13500,Gasoline,Manual,Grey,Black,None reported,Yes,130000,15,480.0,3.6,6.0
1568,RAM,16744,Gasoline,Automatic,Red,Black,None reported,,46999,2,,5.7,
2427,Chevrolet,16000,Diesel,Automatic,Black,Black,Accident reported,Yes,73995,2,445.0,6.6,8.0
2737,Ford,71200,Gasoline,Automatic,White,Other,None reported,Yes,18900,4,250.0,2.0,4.0
3434,Chevrolet,24670,Gasoline,Unknown,White,Brown,None reported,Yes,72500,3,490.0,6.2,8.0
1687,Chevrolet,19200,Gasoline,Manual,Orange,Black,None reported,Yes,41500,5,455.0,6.2,8.0
851,Chrysler,61494,Hybrid,Automatic,White,Black,None reported,,35850,2,,3.6,
2207,Pontiac,122348,Gasoline,Automatic,Red,Black,Accident reported,Yes,10000,15,260.0,2.0,4.0
895,GMC,119000,Gasoline,Automatic,Gold,Brown,None reported,Yes,12500,8,281.0,3.6,6.0
496,Land,40237,Gasoline,Automatic,Grey,Other,None reported,,36998,4,,,
2305,Audi,118500,E85 Flex Fuel,Automatic,Silver,Black,Accident reported,Yes,15400,9,220.0,2.0,4.0
1782,Lexus,48210,Gasoline,Automatic,Grey,Red,Accident reported,Yes,47449,4,,4.6,
335,Maserati,45000,Gasoline,Automatic,Black,Black,None reported,Yes,41900,9,454.0,4.7,8.0
2839,Mercedes-Benz,14381,Gasoline,Automatic,Other,Black,None reported,,204900,6,,4.0,
3087,Ford,158366,Hybrid,Automatic,Grey,Black,Accident reported,Yes,8250,12,191.0,2.5,4.0
515,Acura,16878,Gasoline,Automatic,Red,Other,None reported,Yes,38781,3,,2.0,
1348,Toyota,183000,Gasoline,Automatic,Gold,Other,None reported,Yes,16000,13,381.0,5.7,8.0
1015,RAM,19376,Gasoline,Automatic,White,Black,None reported,Yes,45861,2,,5.7,
2816,GMC,55018,Gasoline,Automatic,Black,Black,Accident reported,Yes,25500,4,170.0,1.5,4.0
3752,Audi,102370,Gasoline,Automatic,Grey,Black,None reported,Yes,21373,10,333.0,3.0,6.0
3746,Nissan,227010,Gasoline,Automatic,Grey,Grey,None reported,Yes,3850,16,261.0,4.0,6.0
2809,Ford,9142,Hybrid,Automatic,Black,Grey,None reported,Yes,61500,3,430.0,3.5,6.0
3294,Porsche,119500,Gasoline,Manual,Black,Black,Accident reported,Yes,36995,22,320.0,3.6,6.0
3251,Lexus,20598,Gasoline,Automatic,Silver,Grey,Accident reported,,42599,3,,3.5,
3428,Mercedes-Benz,19000,Gasoline,Automatic,Blue,Other,None reported,Yes,37999,3,255.0,2.0,4.0
3992,Toyota,154860,Gasoline,Automatic,Silver,Grey,None reported,Yes,17900,14,310.0,4.6,8.0
1781,Chevrolet,194000,Gasoline,Automatic,Grey,White,Accident reported,Yes,4900,12,138.0,1.4,4.0
2569,Land,145000,Gasoline,Automatic,Green,Other,None reported,Yes,15500,20,217.0,4.6,8.0
1785,BMW,58664,Gasoline,Automatic,Blue,Grey,Accident reported,Yes,20950,9,300.0,3.0,6.0
2070,Mercedes-Benz,86101,Gasoline,Automatic,Grey,Red,Accident reported,Yes,72777,7,577.0,5.5,8.0
356,Toyota,53607,Gasoline,Automatic,Black,Black,Accident reported,,31853,6,,3.5,
3837,BMW,82849,Gasoline,Automatic,Red,Black,None reported,Yes,19999,11,300.0,3.0,6.0
3325,INFINITI,33300,Gasoline,Automatic,Grey,Black,None reported,Yes,21990,11,328.0,3.7,6.0
1312,Chevrolet,68000,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,19500,14,426.0,6.2,8.0
1635,Chevrolet,92149,Diesel,Automatic,Black,Black,,,52889,6,,6.6,
550,Cadillac,36500,Gasoline,Unknown,White,Black,None reported,Yes,85000,3,420.0,6.2,8.0
2388,BMW,126500,Gasoline,Automatic,White,Black,None reported,Yes,15000,10,300.0,3.0,6.0
2479,Chevrolet,111000,Gasoline,Automatic,Blue,Black,None reported,Yes,10900,13,312.0,3.6,6.0
2521,Jeep,11756,Gasoline,Automatic,Other,Black,Accident reported,,33400,3,,2.0,
2265,Land,140600,Gasoline,Automatic,Red,Other,None reported,Yes,7500,16,390.0,4.2,8.0
2959,Toyota,14700,Gasoline,Automatic,White,Black,None reported,Yes,27350,4,200.0,2.0,4.0
1227,Maserati,34920,Gasoline,Automatic,Grey,Brown,None reported,Yes,38900,11,440.0,4.7,8.0
3575,Porsche,7400,Gasoline,Automatic,Red,Black,,,116999,3,379.0,3.0,6.0
3059,Nissan,101600,Gasoline,Automatic,Silver,Black,None reported,Yes,6700,17,255.0,3.5,6.0
957,Mazda,118500,Gasoline,Manual,Silver,Black,Accident reported,Yes,11500,10,155.0,2.0,4.0
1773,Audi,96273,Gasoline,Automatic,Silver,Black,Accident reported,Yes,15495,10,280.0,3.0,6.0
2141,Lexus,106000,Gasoline,Automatic,Black,Other,None reported,Yes,37500,9,301.0,4.6,8.0
1008,Volvo,17000,,Automatic,Grey,Blue,None reported,Yes,54900,1,402.0,,
3118,Dodge,285000,Gasoline,Automatic,White,Grey,None reported,Yes,6399,27,230.0,5.2,8.0
1092,Cadillac,35200,Gasoline,Automatic,Blue,Black,None reported,Yes,28500,4,237.0,2.0,4.0
3566,Chevrolet,98000,E85 Flex Fuel,Unknown,Grey,Grey,Accident reported,Yes,30000,8,355.0,5.3,8.0
3356,Cadillac,114500,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,16100,12,403.0,6.2,8.0
2744,Volkswagen,6400,Gasoline,Automatic,Green,Black,None reported,Yes,41500,2,241.0,2.0,4.0
3797,BMW,23647,Gasoline,Automatic,Black,Other,None reported,Yes,37998,4,,2.0,
996,Land,38020,Gasoline,Automatic,White,Other,None reported,,63998,6,,,
1679,Chevrolet,128000,Gasoline,Automatic,Other,Black,None reported,Yes,23500,16,353.0,6.0,8.0
153,Kia,36486,Gasoline,Automatic,Black,Other,Accident reported,Yes,23950,7,420.0,5.0,8.0
3147,Kia,87000,Gasoline,Automatic,Black,Black,Accident reported,Yes,8900,10,182.0,2.4,4.0
3716,Chevrolet,110000,Gasoline,Automatic,Green,Other,None reported,Yes,8900,21,270.0,4.8,8.0
2908,Cadillac,69001,Gasoline,Automatic,Red,Black,None reported,Yes,19500,10,321.0,3.6,6.0
2837,Porsche,49900,Unknown,Manual,Silver,Grey,Accident reported,Yes,97993,29,,,
580,Jeep,31700,Gasoline,Automatic,Grey,Black,None reported,Yes,43500,2,293.0,3.6,6.0
1470,Maserati,73000,Gasoline,Automatic,Black,Brown,None reported,Yes,17999,9,345.0,3.0,6.0
703,Tesla,23100,,Automatic,Blue,White,None reported,Yes,36495,4,425.0,,
1212,Tesla,5844,,Automatic,White,Black,None reported,Yes,52000,1,425.0,,
3343,Jeep,92000,Gasoline,Manual,Gold,Black,None reported,Yes,12500,21,150.0,2.4,4.0
896,Lincoln,29336,Gasoline,Automatic,Black,Other,None reported,,36999,3,,2.0,
3308,Mercedes-Benz,49000,Gasoline,Automatic,Blue,Other,None reported,Yes,23500,9,201.0,1.8,4.0
487,Rolls-Royce,115,Gasoline,Automatic,Other,White,None reported,Yes,449995,2,,6.7,
559,Audi,207000,Gasoline,Manual,Black,Black,Accident reported,Yes,10500,16,250.0,3.2,6.0
1141,Toyota,51000,Gasoline,Automatic,Black,Grey,None reported,Yes,38000,6,381.0,5.7,8.0
1119,Hyundai,33100,,Automatic,Black,Black,None reported,Yes,18200,5,201.0,,
2849,Cadillac,94100,Gasoline,Manual,White,Other,None reported,Yes,6099,19,255.0,3.6,6.0
512,Saturn,37000,Gasoline,Automatic,Blue,Black,None reported,Yes,14995,16,260.0,2.0,4.0
633,BMW,10376,Gasoline,Automatic,Other,Black,None reported,,98900,2,,4.4,
3442,Subaru,44600,Gasoline,Automatic,Silver,Grey,None reported,Yes,28300,4,182.0,2.5,4.0
1664,BMW,9472,Gasoline,Automatic,White,Blue,None reported,Yes,51000,3,255.0,2.0,4.0
1012,Lexus,51335,Gasoline,Automatic,Silver,Black,Accident reported,Yes,25995,8,268.0,3.5,6.0
1931,Mercedes-Benz,95428,Gasoline,Automatic,Silver,Silver,None reported,Yes,55000,9,621.0,6.0,12.0
1150,Ford,107000,E85 Flex Fuel,Automatic,White,Grey,Accident reported,Yes,22000,8,385.0,5.0,8.0
2838,Honda,121212,Gasoline,Automatic,White,Other,Accident reported,Yes,18387,4,,1.5,
3760,Mercedes-Benz,73500,Gasoline,Automatic,White,Black,None reported,Yes,19000,9,241.0,2.0,4.0
116,RAM,147834,Gasoline,Automatic,White,Black,None reported,Yes,32662,3,,3.6,
740,BMW,40989,Gasoline,Automatic,Black,Gold,None reported,Yes,35000,6,320.0,3.0,6.0
3685,Chevrolet,2700,Gasoline,Unknown,Blue,Blue,None reported,Yes,85950,3,490.0,6.2,8.0
1974,Mazda,61874,Gasoline,Automatic,Black,Black,None reported,Yes,22389,3,,2.5,
1081,Ford,2000,Gasoline,Automatic,Black,Black,None reported,Yes,66500,1,315.0,2.7,6.0
1810,Mercedes-Benz,84500,Gasoline,Automatic,White,Black,None reported,Yes,41500,10,451.0,6.2,8.0
830,Hyundai,49500,Gasoline,Automatic,Silver,Grey,None reported,Yes,28000,5,185.0,2.4,4.0
119,Nissan,15600,Gasoline,Unknown,White,Black,None reported,Yes,69500,14,485.0,3.8,6.0
656,Honda,26998,Gasoline,Automatic,Black,Black,None reported,,35557,5,,3.5,
3656,Dodge,143000,Gasoline,Automatic,Other,Other,None reported,Yes,3200,20,335.0,5.7,8.0
3591,Genesis,8730,Gasoline,Automatic,White,Red,None reported,,48219,2,,3.5,
3914,Lexus,167000,Gasoline,Automatic,Black,Other,Accident reported,Yes,19470,12,301.0,4.6,8.0
635,Volkswagen,24596,Gasoline,Automatic,Black,Black,None reported,,38322,3,,3.6,
369,Kia,9822,Gasoline,Automatic,Black,Grey,None reported,,50998,1,,3.8,
268,Lincoln,36524,Gasoline,Automatic,Black,Black,None reported,Yes,14900,20,239.0,4.6,8.0
2703,Chevrolet,134000,Gasoline,Automatic,Red,Other,None reported,Yes,11500,26,340.0,5.7,8.0
2983,Jeep,131000,Gasoline,Manual,Green,Grey,Accident reported,Yes,5500,27,181.0,4.0,6.0
2870,Tesla,6188,,Automatic,Grey,White,None reported,Yes,53900,1,455.0,,
2914,Land,100472,Gasoline,Automatic,Grey,Other,None reported,Yes,9975,14,230.0,3.2,6.0
46,Chevrolet,51351,Gasoline,Automatic,Black,Black,None reported,Yes,43147,3,,5.3,
3421,Chevrolet,76500,Gasoline,Automatic,White,Black,None reported,Yes,33500,6,308.0,3.6,6.0
3706,Porsche,1500,Gasoline,Automatic,Silver,Black,None reported,Yes,149000,1,379.0,3.0,6.0
991,BMW,36000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,41995,5,335.0,3.0,6.0
876,RAM,34121,Gasoline,Automatic,Other,Black,None reported,,48190,2,,5.7,
773,Lexus,123500,Gasoline,Automatic,White,Grey,Accident reported,Yes,14500,16,263.0,4.7,8.0
1219,Mazda,162000,Gasoline,Manual,Black,Black,Accident reported,Yes,6500,16,263.0,2.3,4.0
1126,Tesla,91000,,Automatic,Silver,White,None reported,Yes,39500,8,691.0,,
4,Audi,9835,Gasoline,Automatic,White,Black,None reported,,34999,3,,2.0,
3051,Mercedes-Benz,1219,Gasoline,Automatic,Black,Red,None reported,,46479,1,,2.0,
1595,Pontiac,64000,Gasoline,Manual,Blue,Other,None reported,Yes,21000,23,310.0,5.7,8.0
3124,BMW,9200,Hybrid,Automatic,White,Brown,Accident reported,Yes,71200,3,335.0,3.0,6.0
2311,Subaru,10500,Gasoline,Unknown,Grey,Other,None reported,Yes,32500,2,228.0,2.4,4.0
3040,Ford,195500,E85 Flex Fuel,Automatic,White,Other,None reported,Yes,8999,13,310.0,5.4,8.0
3836,Audi,53900,Gasoline,Automatic,Black,Black,,,27450,11,420.0,4.0,8.0
2491,Chevrolet,202,Gasoline,Unknown,White,Red,None reported,Yes,179000,1,670.0,5.5,8.0
3050,Ford,33080,Gasoline,Automatic,White,Black,None reported,Yes,47850,3,325.0,2.7,6.0
1077,Nissan,37500,Gasoline,Manual,Silver,Orange,None reported,Yes,21500,15,332.0,3.7,6.0
837,Chevrolet,60000,Gasoline,Automatic,Brown,Brown,Accident reported,Yes,24950,18,325.0,8.1,8.0
681,RAM,4285,Gasoline,Automatic,Red,Black,None reported,Yes,65688,1,,5.7,
1715,BMW,29400,Gasoline,Manual,White,Other,None reported,Yes,29000,11,320.0,3.0,6.0
2352,Porsche,77945,Gasoline,Automatic,Blue,Other,Accident reported,Yes,30000,8,310.0,3.6,6.0
3413,Chrysler,100600,Unknown,Automatic,Black,Black,None reported,Yes,10000,7,,,
2617,Mazda,60800,Gasoline,Automatic,Red,Other,None reported,Yes,19900,5,186.0,2.5,4.0
2361,Cadillac,8532,Diesel,Automatic,Black,Black,None reported,,109900,1,,3.0,
2197,Ford,114323,Gasoline,Automatic,Black,Black,None reported,Yes,6000,13,175.0,2.5,4.0
1148,Porsche,719,Gasoline,Manual,White,Black,None reported,Yes,489000,8,,4.0,
3261,Ford,162000,Diesel,Unknown,Red,Other,None reported,Yes,32000,9,440.0,6.7,8.0
574,Jeep,7388,Gasoline,Automatic,Red,Black,None reported,Yes,43663,3,,3.6,
50,Mercedes-Benz,60000,Gasoline,Unknown,Grey,Black,Accident reported,Yes,52500,7,503.0,4.0,8.0
853,Toyota,231581,Gasoline,Automatic,Other,Other,None reported,Yes,4300,23,220.0,3.0,6.0
1982,Porsche,60000,Gasoline,Automatic,Grey,Black,None reported,Yes,45000,8,310.0,3.6,6.0
2774,Lexus,123500,Hybrid,Automatic,Red,Black,Accident reported,Yes,9500,14,147.0,2.4,4.0
1823,BMW,24650,Gasoline,Automatic,Silver,Black,None reported,Yes,50000,7,445.0,4.4,8.0
833,Mercury,90000,Gasoline,Automatic,Blue,Other,Accident reported,Yes,15500,21,302.0,4.6,8.0
3425,Tesla,15000,,Automatic,White,White,None reported,Yes,95999,2,1020.0,,
1115,Mercedes-Benz,20394,Gasoline,Automatic,Black,Black,Accident reported,,59598,9,,,
1166,INFINITI,127356,Gasoline,Automatic,Black,Black,Accident reported,Yes,19990,10,328.0,3.7,6.0
2518,Porsche,50000,Gasoline,Automatic,Blue,Red,None reported,Yes,36000,8,340.0,3.0,6.0
1906,Lexus,134000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,29995,11,383.0,5.7,8.0
971,Toyota,61454,Gasoline,Automatic,Silver,Grey,None reported,Yes,31000,6,295.0,3.5,6.0
2701,Ford,64000,Diesel,Automatic,Red,Other,None reported,Yes,64000,6,450.0,6.7,8.0
399,Cadillac,48600,Gasoline,Unknown,Black,Black,None reported,Yes,60999,7,640.0,6.2,8.0
2559,Chevrolet,51855,Gasoline,Automatic,Red,Red,None reported,Yes,35900,16,430.0,6.2,8.0
2368,Chevrolet,36021,Gasoline,Automatic,Red,Black,,,35670,5,,2.7,
19,Jaguar,35250,Gasoline,Automatic,Green,Black,None reported,Yes,68750,6,550.0,5.0,8.0
684,Audi,16000,,Automatic,White,Other,Accident reported,Yes,39990,5,355.0,,
35,Jeep,119000,Gasoline,Automatic,Red,Black,None reported,Yes,15900,7,180.0,2.4,4.0
2950,Chevrolet,71536,Gasoline,Automatic,Black,Black,None reported,Yes,49685,3,,5.3,
3781,BMW,14993,Gasoline,Automatic,Grey,Black,None reported,Yes,44900,6,456.0,4.4,8.0
2875,Jeep,8025,Gasoline,Automatic,Red,Black,None reported,Yes,42433,4,,3.6,
524,Porsche,75137,Gasoline,Manual,Black,Grey,Accident reported,Yes,24999,17,245.0,2.7,6.0
2455,Porsche,46200,Gasoline,Unknown,Grey,Grey,Accident reported,Yes,41500,8,340.0,3.0,6.0
920,Hyundai,39913,Gasoline,Automatic,Black,Other,None reported,,22749,4,,2.4,
1841,Buick,47839,Gasoline,Automatic,White,Other,None reported,Yes,24991,5,,2.5,
1890,Chevrolet,75124,E85 Flex Fuel,Automatic,Red,Grey,None reported,Yes,16499,17,310.0,5.3,8.0
537,Lotus,19650,Gasoline,Manual,Silver,Red,None reported,Yes,69250,7,400.0,3.5,6.0
2806,Jeep,13000,Gasoline,Automatic,Grey,Other,None reported,Yes,39500,4,285.0,3.6,6.0
1705,Toyota,91843,Gasoline,Automatic,Blue,Black,Accident reported,Yes,30500,5,270.0,4.0,6.0
3911,BMW,60942,Gasoline,Automatic,Silver,Black,None reported,Yes,32085,3,,2.0,
3110,Lexus,49810,Gasoline,Automatic,Grey,Black,Accident reported,Yes,33900,5,302.0,3.5,6.0
3247,Cadillac,38500,Gasoline,Automatic,White,Black,Accident reported,Yes,94995,3,420.0,6.2,8.0
245,Cadillac,46711,Gasoline,Automatic,Silver,Black,Accident reported,Yes,20850,6,304.0,3.6,6.0
3464,Ford,50780,Diesel,Automatic,White,Black,None reported,Yes,61000,7,440.0,6.7,8.0
3175,Chevrolet,13100,Gasoline,Manual,Silver,Red,None reported,Yes,61950,5,460.0,6.2,8.0
784,Lexus,20121,Gasoline,Automatic,Grey,Red,None reported,Yes,47124,1,311.0,3.5,6.0
1409,Mercedes-Benz,56578,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,20900,6,208.0,2.0,4.0
2537,Hyundai,143898,Gasoline,Automatic,Grey,Brown,None reported,Yes,9950,13,378.0,4.6,8.0
154,Ford,162100,E85 Flex Fuel,Automatic,Black,Grey,None reported,Yes,12500,11,255.0,5.4,8.0
3009,Porsche,6483,Gasoline,Automatic,Other,Black,None reported,,96900,1,,2.9,
1686,Chevrolet,10400,Gasoline,Automatic,Silver,Black,None reported,Yes,72900,3,490.0,6.2,8.0
2901,Mercedes-Benz,71500,Gasoline,Automatic,White,White,None reported,Yes,61000,6,577.0,5.5,8.0
3359,Chevrolet,56000,Gasoline,Automatic,Blue,Other,None reported,Yes,44600,7,285.0,4.8,8.0
625,Genesis,20319,Gasoline,Unknown,White,Black,None reported,Yes,44249,2,300.0,2.5,4.0
2733,Porsche,29850,Gasoline,Automatic,Silver,Red,None reported,Yes,89750,6,550.0,4.0,8.0
3841,Hyundai,45800,Gasoline,Automatic,Silver,Black,Accident reported,Yes,20900,6,240.0,2.0,4.0
1346,Volvo,19352,Hybrid,Automatic,Blue,Other,None reported,Yes,54599,2,455.0,2.0,4.0
569,Cadillac,54002,Gasoline,Automatic,Black,Other,Accident reported,Yes,22500,5,304.0,3.6,6.0
3915,Chevrolet,161000,Gasoline,Automatic,Red,Black,Accident reported,Yes,17000,16,390.0,6.0,8.0
1758,Ford,239000,Gasoline,Automatic,White,Other,None reported,Yes,8000,23,310.0,6.8,10.0
1816,Audi,71280,Gasoline,Automatic,Silver,Black,None reported,Yes,22000,8,333.0,3.0,6.0
2065,Porsche,110000,Gasoline,Automatic,White,White,Accident reported,Yes,25900,8,300.0,3.6,6.0
127,Audi,25361,Hybrid,Automatic,Grey,Black,None reported,,49998,4,,,
3394,Audi,64800,Gasoline,Automatic,White,Brown,None reported,Yes,50000,8,560.0,4.0,8.0
3327,BMW,12800,Gasoline,Automatic,Blue,Blue,None reported,Yes,39990,3,248.0,2.0,4.0
3977,Jeep,49990,Gasoline,Automatic,Black,Black,None reported,Yes,53000,4,270.0,2.0,4.0
2006,Chevrolet,24000,Gasoline,Manual,Yellow,Black,None reported,Yes,32000,7,335.0,3.6,6.0
2975,Volkswagen,99000,Gasoline,Automatic,Grey,Black,Accident reported,Yes,6000,14,170.0,2.5,5.0
980,Ford,83000,Gasoline,Automatic,Grey,Black,None reported,Yes,10500,21,260.0,4.6,8.0
3973,Chrysler,115872,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,9500,11,283.0,3.6,6.0
190,Mercedes-Benz,108500,Gasoline,Automatic,White,Other,None reported,Yes,63500,8,523.0,6.0,12.0
1139,Kia,4820,,Automatic,Red,Black,None reported,Yes,47500,2,320.0,,
992,BMW,92008,Gasoline,Automatic,White,Black,None reported,Yes,12500,15,300.0,3.0,6.0
699,Porsche,30000,Gasoline,Automatic,Black,Brown,None reported,Yes,78500,10,400.0,3.8,6.0
3644,Mercedes-Benz,41500,Gasoline,Automatic,White,Brown,Accident reported,Yes,39848,6,362.0,3.0,6.0
606,RAM,24058,Gasoline,Automatic,Red,Black,None reported,,81900,2,,6.2,
180,Porsche,4529,Gasoline,Automatic,Black,Black,None reported,Yes,417500,6,,3.8,
301,Acura,80000,Gasoline,Manual,Other,Other,Accident reported,Yes,8500,22,200.0,2.0,4.0
2544,Mercedes-Benz,35000,Gasoline,Automatic,Red,Other,None reported,Yes,29998,10,302.0,3.5,6.0
3692,Volkswagen,49400,Gasoline,Automatic,Black,Brown,None reported,Yes,20900,4,174.0,2.0,4.0
3707,Porsche,2100,Gasoline,Manual,Yellow,Black,,,136900,3,414.0,4.0,6.0
1060,Maserati,82000,Gasoline,Unknown,Black,Black,Accident reported,Yes,7999,17,394.0,4.2,8.0
3768,GMC,940,,Automatic,White,Black,,,146000,1,,,
3913,Tesla,65000,,Automatic,Blue,Black,None reported,Yes,41000,6,518.0,,
2565,Honda,42750,Gasoline,Automatic,Black,Black,None reported,Yes,25698,3,,1.5,
3993,Porsche,7008,Gasoline,Automatic,Grey,Black,,,151900,3,443.0,3.0,6.0
1069,Lexus,73948,Hybrid,Automatic,White,Other,None reported,Yes,31990,7,308.0,3.5,6.0
2524,Land,1869,Gasoline,Automatic,Grey,Other,None reported,Yes,164725,1,,4.4,
2205,Buick,27340,Gasoline,Automatic,White,Other,None reported,,31700,4,,2.5,
1243,Dodge,12700,Gasoline,Automatic,Black,Black,Accident reported,Yes,69900,4,717.0,6.2,8.0
3243,Ford,122650,Diesel,Automatic,Grey,Black,None reported,Yes,38900,8,440.0,6.7,8.0
16,Mercedes-Benz,1685,Gasoline,Automatic,Grey,White,None reported,Yes,250000,3,,2.0,
3120,Mazda,127131,Gasoline,Automatic,Brown,Other,Accident reported,Yes,16770,8,227.0,2.5,4.0
3980,Porsche,36000,Gasoline,Automatic,Black,Black,None reported,Yes,84999,9,400.0,3.8,6.0
546,Land,81648,Gasoline,Unknown,White,Other,None reported,,15900,11,,5.0,
658,MINI,137600,Gasoline,Manual,Gold,Black,None reported,Yes,6880,15,172.0,1.6,4.0
3607,Ford,94634,E85 Flex Fuel,Automatic,White,Black,Accident reported,Yes,32500,9,385.0,6.2,8.0
3067,Jeep,132600,Gasoline,Automatic,White,Other,Accident reported,Yes,17000,10,285.0,3.6,6.0
3650,Audi,90360,Gasoline,Automatic,Black,Black,Accident reported,Yes,15499,8,220.0,2.0,4.0
1504,BMW,120000,Gasoline,Unknown,Black,Black,,,20000,10,300.0,3.0,6.0
959,Chevrolet,2950,Gasoline,Automatic,Red,Grey,None reported,Yes,74500,1,650.0,6.2,8.0
2926,Ford,244000,Diesel,Automatic,Red,Other,None reported,Yes,35500,7,440.0,6.7,8.0
2331,Mitsubishi,29000,Gasoline,Automatic,Red,Other,None reported,Yes,19500,6,166.0,2.4,4.0
797,Audi,39000,Gasoline,Unknown,Black,Black,Accident reported,Yes,35000,7,333.0,3.0,6.0
3348,Mercedes-Benz,399000,Diesel,Automatic,Silver,Other,Accident reported,Yes,24500,8,188.0,3.0,6.0
225,Tesla,8200,,Automatic,Black,Black,None reported,Yes,93999,1,670.0,,
2074,GMC,115282,Gasoline,Automatic,Red,Other,Accident reported,Yes,12433,9,,3.6,
3354,Ford,26840,Gasoline,Manual,White,Black,None reported,Yes,42500,6,460.0,5.0,8.0
1799,Ford,79635,Gasoline,Automatic,Grey,Black,None reported,Yes,13500,20,280.0,3.9,8.0
2485,Dodge,251634,Gasoline,Automatic,Silver,Black,None reported,Yes,10500,16,425.0,6.1,8.0
3956,Ford,140450,Gasoline,Automatic,Red,Grey,Accident reported,Yes,8500,12,136.0,2.0,4.0
3436,Ford,52500,E85 Flex Fuel,Automatic,Grey,Grey,None reported,Yes,35000,6,395.0,5.0,8.0
2277,Lincoln,52284,Gasoline,Automatic,Blue,Other,Accident reported,Yes,12500,7,240.0,2.0,4.0
2085,BMW,3490,Gasoline,Automatic,Grey,Black,None reported,Yes,95580,1,503.0,3.0,6.0
1693,Mercedes-Benz,72500,Gasoline,Automatic,Black,Black,None reported,Yes,60000,6,362.0,3.0,6.0
2797,BMW,22500,Gasoline,Unknown,Black,Other,Accident reported,Yes,74999,2,523.0,4.4,8.0
1045,Cadillac,72843,Gasoline,Automatic,Other,Other,None reported,Yes,79990,3,,6.2,
3446,Porsche,156193,Gasoline,Automatic,Silver,Black,None reported,Yes,36000,10,550.0,4.8,8.0
469,Jaguar,58000,Gasoline,Automatic,Black,Black,None reported,Yes,51500,7,550.0,5.0,8.0
954,BMW,39960,Gasoline,Manual,White,Brown,None reported,Yes,38995,12,400.0,4.4,8.0
3976,Jaguar,35134,Gasoline,Automatic,Grey,Grey,Accident reported,Yes,12400,13,385.0,5.0,8.0
2735,Mercedes-Benz,16983,Gasoline,Automatic,Black,Black,None reported,,40998,2,,,
3850,Toyota,173452,Gasoline,Automatic,Silver,Black,Accident reported,Yes,4000,20,130.0,1.8,4.0
639,INFINITI,37900,Gasoline,Automatic,Grey,Black,None reported,Yes,22000,7,208.0,2.0,4.0
